fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"Kastos Island, Greece (KSI)","MARONEIA SETEIAS, Greece (774)",SUPERFAST II,KATEROS,5.0,5.0,Cabin-2 Beds [A2K],213.0,No discount,75.81809007525271,2006-05-26,09:41:57,1900-01-01 23:17:57,M,2002-10-03,Guatemala,+1-298-711-4717,Todd,Williams,Todd.Williams@gmail.com,GB73AAAM84007901119032,Todd,Williams,06/25
"Revithoussa, Greece (REV)","Salamis, Greece (SAL)",H/S/F HELLENIC SPIRIT,ANES FERRIES,7.0,1.0,Cabin-4 Beds (Ext.) [A4],114.0,Three Children,64.27987364620718,2020-11-28,20:42:10,1900-01-02 15:44:10,F,1990-02-18,Uruguay,+1-871-503-9475,Kathleen,Sullivan,Kathleen.Sullivan@gmail.com,GB79BJCB24593097037254,Kathleen,Sullivan,11/32
"PUDNA PIERIAS, Greece (823)","Eleusina, Greece (EEU)",F/B PORFYROUSA,SEA SPEED FERRIES,1.0,1.0,Cabin-3 Beds [AB3],166.0,College Student,59.91931125001762,1979-01-27,05:10:43,1900-01-01 20:01:43,M,1977-02-16,San Marino,+1-745-655-2167,Robert,Dyer,Robert.Dyer@gmail.com,GB31RHAH86438577891287,Robert,Dyer,02/27
"Agios Georgios, Greece (AGE)","Atalandi, Greece (ATA)",SIFNOS JET,IONION PELAGOS NE,9.0,5.0,Cabin-2 Beds (Ext.) [AA2],465.0,Hoplites,58.1282946011795,1988-08-07,18:06:23,1900-01-01 22:55:23,M,1974-01-26,Malta,(746)671-4189,Joseph,Ponce,Joseph.Ponce@gmail.com,GB59QAMG65574236834826,Joseph,Ponce,02/29
"Nea Stira, Greece (NST)","PSATHOPURGOS AKHAIAS, Greece (848)",F/B ELEFTHERIOS VENIZELOS,ANES FERRIES,3.0,1.0,Aviation Seat [ATS],24.0,No discount,92.64352305002451,1988-04-13,06:31:44,1900-01-01 13:22:44,M,1977-08-19,Aruba,162-862-5082,Jermaine,Lee,Jermaine.Lee@gmail.com,GB60BBJF41913304798768,Jermaine,Lee,09/32
"Lavrion (Laurium), Greece (LAV)","Khora Sfakion, Greece (CSF)",SUPERRUNNER JET,ANE KALYMNOU,6.0,6.0,Cabin-4 Beds [A4K],362.0,Having many children,94.58815599713236,2022-04-06,18:02:25,1900-01-02 06:57:25,M,1995-10-22,Serbia,0291197661,Craig,Johnson,Craig.Johnson@gmail.com,GB53ACMV79331924901521,Craig,Johnson,02/29
"Eydilos, Greece (EYD)","Schinousa Kykladon, Greece (SHC)",WORLDCHAMPION JET,KATEROS,5.0,1.0,Deck/Living Room [D] ,476.0,Retired NAT,38.5153380354171,1974-11-08,00:06:02,1900-01-01 09:00:02,F,1982-06-03,Saudi Arabia,401.880.9507,Sue,Baker,Sue.Baker@gmail.com,GB06VOIO77095021865863,Sue,Baker,01/31
"Folegandros, Greece (FOL)","MPATSI ANDROU, Greece (783)",APOLLON HELLAS,KATEROS,6.0,5.0,Cabin-4 Beds (Ext.) [A4],465.0,No discount,10.546292222901418,1986-07-13,01:17:03,1900-01-01 13:19:03,F,1985-01-12,Bhutan,563.273.6781,Jennifer,Welch,Jennifer.Welch@gmail.com,GB20UZTR68363538854047,Jennifer,Welch,08/29
"Skaloma, Greece (SKM)","KORTHION ANDROU, Greece (755)",F/B ΕLYROS,MIKRES KYKLADES,10.0,4.0,Cabin-4 Beds (Ext.) [A4],448.0,Three Children,66.92288167701723,1977-05-08,01:53:38,1900-01-01 16:38:38,F,1980-08-21,Sweden,9882642813,Kristin,Martin,Kristin.Martin@gmail.com,GB73MYUX45832062640758,Kristin,Martin,07/31
"Ormos Panormou, Greece (PNT)","Orei, Greece (ORE)",HIGH SPEED JET,SEBECO LINES,7.0,3.0,Cabin-3 Beds [AB3],80.0,No discount,88.35231030987626,1993-06-12,06:31:46,1900-01-01 22:40:46,M,1984-03-09,Cayman Islands,578.445.7475,Christopher,Warren,Christopher.Warren@gmail.com,GB68NQOT74339862040300,Christopher,Warren,11/32
"Faneromeni Salaminas, Greece (FNR)","Patmos, Greece (PMS)",Η/S/F KYDON PALACΕ,ANE KALYMNOU,3.0,2.0,Cabin-4 Beds [A4K],417.0,No discount,59.33352948123753,1989-05-19,14:14:44,1900-01-02 02:31:44,M,1973-07-29,Libyan Arab Jamahiriya,546.644.9401,David,Hoffman,David.Hoffman@gmail.com,GB36TVAT63390601044493,David,Hoffman,02/27
"Agathonisi, Greece (AGN)","Polychnitos Lesvou, Greece (PLC)",BLUE STAR NAXOS,DODEKANISSOS SEAWAYS,8.0,8.0,Cabin-4 Beds (Ext.) [A4],135.0,Hoplites,54.85282209113236,1972-11-20,19:34:45,1900-01-01 21:52:45,F,1975-01-18,Maldives,001-193-312-4347,Desiree,Garcia,Desiree.Garcia@gmail.com,GB49MPPX01957439619887,Desiree,Garcia,04/24
"Volissos (Limnia) Chios, Greece (VLC)","KHRUSOMELIA (PHOURNOI), Greece (905)",F/B PREVELIS,MINOAN LINES,4.0,1.0,Cabin-4 Beds [A4K],478.0,No discount,71.621815877606,2022-10-01,02:21:11,1900-01-01 18:25:11,M,1981-12-06,Timor-Leste,(638)875-6847,Brian,Hatfield,Brian.Hatfield@gmail.com,GB96UPQI78517540125501,Brian,Hatfield,10/25
"Skopelos, Greece (SKO)","Stavrochorion, Greece (SCR)",MARE DI LEVANTE,SEBECO LINES,3.0,2.0,Cabin-3 Beds [AB3],352.0,Having many children,97.54728704916647,2011-10-03,21:16:46,1900-01-02 10:14:46,F,2003-08-22,Trinidad and Tobago,(642)416-3915,Kristy,Sanchez,Kristy.Sanchez@gmail.com,GB86NIMX00250321442076,Kristy,Sanchez,06/30
"Mirties Kalimnou, Greece (MRS)","Menidi, Greece (MEN)",DIONYSIOS SOLOMOS,IONION PELAGOS NE,10.0,3.0,Cabin-3 Beds (Ext.) [A3],239.0,No discount,93.56376796843607,2017-07-14,15:06:37,1900-01-02 05:46:37,F,1993-10-31,Saint Kitts and Nevis,001-675-061-9539,Kim,Cole,Kim.Cole@gmail.com,GB96WNNU07880451095608,Kim,Cole,02/32
"Nafplion, Greece (NAF)","MULOI ARGOUS, Greece (784)",EUDOKIA,KARISTIA,6.0,2.0,Cabin-3 Beds [AB3],287.0,Three Children,95.97604431462982,1994-08-26,18:04:53,1900-01-01 23:50:53,F,1992-01-08,Oman,329.214.2814,Stacie,Church,Stacie.Church@gmail.com,GB60VNBQ47254311982097,Stacie,Church,12/24
"KITROS PIERIAS, Greece (753)","Preveza/Lefkas, Greece (PVK)",SUPER STAR,KERKYRAIKES GRAMMES,3.0,1.0,Cabin-4 Beds [AB4],395.0,Hoplites,47.026103404260965,1999-11-01,08:13:28,1900-01-01 11:28:28,M,1979-07-28,Nigeria,3474372736,William,Hoffman,William.Hoffman@gmail.com,GB24RZOY75270156575968,William,Hoffman,10/29
"Paleohora Sfakion, Greece (PSF)","Shinari Zakynthou, Greece (SHI)",BLUE CARRIER 1,KERKYRAIKES GRAMMES,1.0,2.0,Cabin-3 Beds (Ext.) [A3],246.0,Hoplites,41.512967661569135,1994-10-14,04:42:16,1900-01-01 13:20:16,M,1994-09-19,Turkey,864-653-7774,Kyle,Elliott,Kyle.Elliott@gmail.com,GB12WFXH02342742575156,Kyle,Elliott,10/28
"Korinthos, Greece (KRT)","KOULOURA AIGIOU, Greece (760)",MARE DI LEVANTE,ALPHA LINES,8.0,1.0,Cabin-4 Beds (Ext.) [A4],131.0,No discount,47.268485323885244,1986-01-14,06:22:16,1900-01-01 10:29:16,F,1980-01-01,Iran,(875)199-8013,Paula,Mccullough,Paula.Mccullough@gmail.com,GB04DJWR77514736201804,Paula,Mccullough,02/29
"Astakos, Greece (AST)","Kos, Greece (KGS)",MASTERJET,SEA SPEED FERRIES,6.0,5.0,Cabin-4 Beds (Ext.) [A4],395.0,No discount,12.481191252300412,1983-09-22,05:56:08,1900-01-01 23:04:08,M,2001-12-29,Russian Federation,729.443.3662,Michael,Anderson,Michael.Anderson@gmail.com,GB04HNFD86200675209296,Michael,Anderson,05/24
"PURGOS KARUSTIAS EUBOIAS, Greece (824)","KASSANDRA KHALKIDIKES, Greece (749)",VENUS 1,IONION PELAGOS NE,4.0,5.0,Cabin-4 Beds (Ext.) [A4],459.0,Hoplites,38.6611201502719,2018-11-07,18:47:43,1900-01-01 22:13:43,M,1996-10-13,Belize,5693935064,Andrew,Mccoy,Andrew.Mccoy@gmail.com,GB77FZSS68006622112051,Andrew,Mccoy,11/24
"Stratoni, Greece (STI)","Mesta Hiou, Greece (MHI)",ZEFYROS,LEBANTE FERRIES,1.0,1.0,Cabin-4 Beds [AB4],280.0,Hoplites,33.65382966671528,1988-02-07,15:10:19,1900-01-02 08:55:19,F,1973-06-24,Lao People's Democratic Republic,6633351453,Suzanne,Mccarthy,Suzanne.Mccarthy@gmail.com,GB07ZJYV50950559411109,Suzanne,Mccarthy,11/30
"Petra, Greece (PLV)","PLAKA LEMNOU, Greece (815)",H/S/C SANTORINI PALACE,TRITON FERRIES,1.0,1.0,Cabin-4 Beds [AB4],137.0,Three Children,15.393927368595495,1978-12-04,19:33:34,1900-01-02 09:22:34,F,1993-09-13,Saudi Arabia,151.220.2211,Erica,Powers,Erica.Powers@gmail.com,GB50OEHO52571120119487,Erica,Powers,08/31
"Vathy (Port Vathy), Greece (VTH)","Sagiada Thesprotias, Greece (SGT)",KALYMNOS DOLPHIN,IONION PELAGOS NE,2.0,2.0,Cabin-3 Beds (Ext.) [A3],472.0,College Student,63.114736468846004,1998-12-16,03:09:00,1900-01-01 07:24:00,F,1990-01-10,Isle of Man,418-043-6656,Kathy,Foster,Kathy.Foster@gmail.com,GB42ZEVN26606324121442,Kathy,Foster,02/29
"Agios Nikolaos, Kriti, Greece (ANI)","KSULOKASTRO KORINTHIAS, Greece (798)",NISOS RODOS,SAOS,6.0,6.0,Deck/Living Room [D] ,242.0,College Student,40.26621584248977,1980-07-26,09:21:29,1900-01-02 05:05:29,M,1981-02-22,Portugal,833-196-6595,Keith,Patterson,Keith.Patterson@gmail.com,GB53NEAG30912783611307,Keith,Patterson,02/24
"Heraklion (Iraklion), Greece (HER)","Methoni, Greece (MET)",IONION PELAGOS,AEGEAN FLYING DOLPHINS,5.0,3.0,Cabin-3 Beds [AB3],71.0,Hoplites,61.52472985821368,2004-09-05,18:24:11,1900-01-02 06:11:11,F,1996-03-10,Estonia,3394430174,Andrea,Whitaker,Andrea.Whitaker@gmail.com,GB19LQSO77774051368305,Andrea,Whitaker,03/30
"Adamas Milos, Greece (ADL)","Epidavros, Greece (EPI)",BLUE STAR 1,NOVA FERRIES,5.0,4.0,Cabin-4 Beds (Ext.) [A4],183.0,Hoplites,69.4233288491707,2023-06-25,14:38:57,1900-01-02 09:29:57,F,1983-04-19,Marshall Islands,(630)706-9204,Sonia,Little,Sonia.Little@gmail.com,GB94GSHR44907689398007,Sonia,Little,08/23
"MAKRONISOS, Greece (856)","Volissos (Limnia) Chios, Greece (VLC)",NAXOS JET,NOVA FERRIES,7.0,3.0,Cabin-4 Beds (Ext.) [A4],105.0,Having many children,82.45656524008788,1988-04-18,05:39:29,1900-01-01 16:10:29,F,1977-07-23,Cote d'Ivoire,(155)270-6477,Wendy,Vincent,Wendy.Vincent@gmail.com,GB39SWSQ04105733132567,Wendy,Vincent,04/29
"ERESSOS LESBOU, Greece (737)","Poros Trizinias, Greece (PTR)",ARTEMIS,TWOWAY FERRIES,6.0,4.0,Deck/Living Room [D] ,363.0,Having many children,61.31925606205614,1980-04-05,19:06:33,1900-01-02 12:53:33,F,1991-12-10,Myanmar,+1-554-293-3842,Cynthia,Hayes,Cynthia.Hayes@gmail.com,GB67KGVC89775185781411,Cynthia,Hayes,04/31
"Kos, Greece (KGS)","Sagiada Thesprotias, Greece (SGT)",HIGHSPEED 4,LEBANTE FERRIES,7.0,1.0,Deck/Living Room [D] ,345.0,Three Children,70.31156272737326,2009-02-26,15:38:17,1900-01-01 20:32:17,F,1979-08-10,Falkland Islands (Malvinas),(733)155-5192,Donna,Bauer,Donna.Bauer@gmail.com,GB77FWPP03604835606549,Donna,Bauer,02/24
"AGIOS NIKOLAOS KHALKIDIKES, Greece (706)","Saint George, Greece (SGB)",OLYMPUS,SEAJETS,7.0,2.0,Cabin-4 Beds (Ext.) [A4],22.0,Hoplites,58.20272398160803,1983-04-03,00:01:22,1900-01-01 12:19:22,M,1996-08-02,Fiji,+1-947-162-6065,Robert,Little,Robert.Little@gmail.com,GB62MHZT39252344028448,Robert,Little,08/28
"PANORMITES SUMES, Greece (088)","Agia Galini Rethimnou, Greece (PIL)",STAVROS,ALPHA LINES,8.0,6.0,Cabin-3 Beds (Ext.) [A3],475.0,No discount,21.273099015309704,1986-08-04,03:53:35,1900-01-01 19:30:35,M,1980-09-29,Morocco,+1-657-716-0345,Carlos,James,Carlos.James@gmail.com,GB88MERR64547779468223,Carlos,James,10/25
"Agia Marina Lerou, Greece (AML)","Eleusina, Greece (EEU)",BLUE GALAXY,ALPHA LINES,10.0,8.0,Cabin-2 Beds [A2K],441.0,College Student,50.78413465024962,1989-04-03,15:11:43,1900-01-01 17:54:43,M,1981-03-21,Albania,6606854941,Richard,Norris,Richard.Norris@gmail.com,GB42RKPF69475774900955,Richard,Norris,10/27
"Agio Theodoroi, Greece (AGT)","Eleusina, Greece (EEU)",SEMPEKO 2,MINOAN LINES,1.0,1.0,Aviation Seat [ATS],317.0,Retired NAT,65.03671021516112,1994-04-22,23:32:01,1900-01-02 05:20:01,M,1983-12-18,Netherlands Antilles,670-329-6568,Corey,Trujillo,Corey.Trujillo@gmail.com,GB06CVXT67340393110164,Corey,Trujillo,01/30
"Khora Sfakion, Greece (CSF)","Peyki Evvoias, Greece (PYV)",BLUE STAR 2,IONION PELAGOS NE,5.0,3.0,Cabin-2 Beds [A2K],330.0,Three Children,11.768898396440022,2018-08-27,23:49:08,1900-01-02 09:57:08,F,1997-11-03,Macao,+1-925-769-0308,Monica,Smith,Monica.Smith@gmail.com,GB06JVWY85906380044746,Monica,Smith,05/27
"Kos, Greece (KGS)","KSULOKASTRO KORINTHIAS, Greece (798)",F/B PREVELIS,LEBANTE FERRIES,9.0,8.0,Cabin-3 Beds [AB3],194.0,College Student,28.875456138429012,1980-01-13,23:43:20,1900-01-02 04:44:20,F,1994-02-11,Isle of Man,(117)067-2726,Carrie,Mann,Carrie.Mann@gmail.com,GB50VONF72486589792626,Carrie,Mann,06/30
"Moni Vatopediou, Greece (MVO)","Alexandroupolis, Greece (AXD)",AGIA THEODORA,DODEKANISSOS SEAWAYS,1.0,1.0,Cabin-2 Beds [A2K],125.0,Retired NAT,95.6046083052971,1974-02-05,11:58:45,1900-01-01 23:48:45,M,1999-05-31,Haiti,505-756-8093,James,Brewer,James.Brewer@gmail.com,GB45SKDY37504436651606,James,Brewer,07/23
"Kalymnos, Greece (KMI)","Saint Nicolas, Greece (STN)",PANAGIA SPILIANI,TWOWAY FERRIES,8.0,1.0,Cabin-2 Beds (Ext.) [AA2],226.0,College Student,42.86010401102579,2000-02-22,01:34:34,1900-01-01 05:48:34,F,1987-08-17,Lithuania,001-419-230-3532,Crystal,Garza,Crystal.Garza@gmail.com,GB34KILR44246077079535,Crystal,Garza,09/26
"Halki Dodekanison, Greece (HAL)","Skafidia, Greece (SKD)",APOLLON HELLAS,SEAJETS,2.0,2.0,Cabin-3 Beds (Ext.) [A3],434.0,No discount,91.4652518365651,2012-08-25,16:05:21,1900-01-02 09:52:21,M,1995-01-07,Norway,4355530422,Joseph,Robinson,Joseph.Robinson@gmail.com,GB82ZXAD95387558934990,Joseph,Robinson,04/31
"Kalathos Rodou, Greece (KLD)","PALIOURI KHALKIDIKES, Greece (805)",KALYMNOS DOLPHIN,IONION PELAGOS NE,3.0,1.0,Cabin-2 Beds (Ext.) [A2],26.0,Retired NAT,21.509591855765308,2004-03-05,21:12:01,1900-01-02 01:42:01,F,1972-03-10,Algeria,689.690.9381,Donna,Duffy,Donna.Duffy@gmail.com,GB26GPGM45520337479861,Donna,Duffy,08/23
"KOTSINAS LEMNOU, Greece (758)","Halki Dodekanison, Greece (HAL)",F/B KIDON,LEBANTE FERRIES,1.0,1.0,Cabin-4 Beds (Ext.) [A4],105.0,College Student,33.89740708811381,1976-12-29,19:55:41,1900-01-02 08:05:41,M,1985-12-21,Israel,5978316211,Anthony,King,Anthony.King@gmail.com,GB77VLZQ72083721651838,Anthony,King,07/31
"TURGUTREIS, Greece (TR901)","Molyvos, Greece (MOL)",KEFALONIA,DODEKANISSOS SEAWAYS,1.0,1.0,Cabin-4 Beds [A4K],421.0,Hoplites,68.68734219964114,1996-07-03,17:42:24,1900-01-02 04:13:24,F,1999-07-24,Guinea,745.921.4250,Destiny,Ellis,Destiny.Ellis@gmail.com,GB41PIGY66496148228292,Destiny,Ellis,07/32
"Kardamyla, Greece (KDM)","Lefkandi, Greece (LEF)",DODEKANISOS PRIDE,ΑΤΤΙCA GROUP,3.0,2.0,Cabin-4 Beds [AB4],211.0,Three Children,24.684103523364044,2012-09-23,14:01:06,1900-01-01 19:29:06,F,1983-08-03,Saudi Arabia,109-541-9456,Marie,Keller,Marie.Keller@gmail.com,GB54OLNQ44201792804954,Marie,Keller,01/29
"Lavrion (Laurium), Greece (LAV)","PANORMITES SUMES, Greece (088)",SEAJET2,KERKYRAIKES GRAMMES,2.0,1.0,Cabin-2 Beds (Ext.) [AA2],472.0,College Student,91.17312921980225,2009-06-01,11:18:51,1900-01-01 23:58:51,F,1981-09-29,Senegal,001-641-543-4842,Brittany,Nielsen,Brittany.Nielsen@gmail.com,GB39CFFJ90708517453657,Brittany,Nielsen,06/29
"Agiokampos Larissas, Greece (AGK)","Volos, Greece (VOL)",H/S/F OLYMPIC CHAMPION,LEBANTE FERRIES,3.0,2.0,Aviation Seat [ATS],86.0,Three Children,58.505709663247714,2016-08-29,14:03:37,1900-01-02 03:56:37,M,1991-11-16,Senegal,001-164-756-9437,David,Lewis,David.Lewis@gmail.com,GB76XAMN05404515674156,David,Lewis,03/33
"Paleohora Sfakion, Greece (PSF)","Spetsai, Greece (SPE)",AGIOS NEKTARIOS,ALPHA LINES,9.0,5.0,Cabin-3 Beds [AB3],192.0,Having many children,59.777171675615804,2013-03-01,03:58:13,1900-01-01 13:24:13,F,1999-11-03,Russian Federation,4869934355,Jacqueline,Campbell,Jacqueline.Campbell@gmail.com,GB65KFMW10436350646458,Jacqueline,Campbell,11/32
"Katakolon, Greece (KAK)","Kyllini, Greece (KYL)",SUPERFAST I,MINOAN LINES,8.0,1.0,Cabin-2 Beds (Ext.) [AA2],456.0,Retired NAT,92.80100733150675,1988-10-18,08:44:52,1900-01-02 03:39:52,F,1981-09-05,Denmark,571-398-6480,Amanda,Tran,Amanda.Tran@gmail.com,GB31EXXH25903455865564,Amanda,Tran,06/28
"Sougia Chanion, Greece (SOG)","Canakkale, Greece (TR-CKZ)",BLUE STAR MYCONOS,ZANTE FERRIES ,1.0,2.0,Cabin-4 Beds [A4K],144.0,Retired NAT,66.66919330157063,1988-04-06,02:52:19,1900-01-01 12:07:19,F,1986-01-28,Guatemala,750.323.2564,Elizabeth,Lawson,Elizabeth.Lawson@gmail.com,GB11RLMD95600901542567,Elizabeth,Lawson,04/32
"Pteleos, Greece (PTE)","Mykonos, Greece (JMK)",SMYRNA DI LEVANTE,ALPHA LINES,10.0,7.0,Cabin-4 Beds [A4K],404.0,Three Children,10.706575151766591,2007-08-10,05:10:40,1900-01-01 20:43:40,F,1988-08-01,Comoros,3702104740,Rebecca,Turner,Rebecca.Turner@gmail.com,GB67LTXB92514160808230,Rebecca,Turner,04/26
"Neapolis, Greece (NEA)","Rhodes, Greece (RHO)",KALYMNOS DOLPHIN,AEGEAN FLYING DOLPHINS,1.0,1.0,Cabin-3 Beds (Ext.) [A3],191.0,Three Children,99.34227217329942,2013-04-22,15:16:43,1900-01-02 00:40:43,M,1988-07-19,Montenegro,299-720-1649,Daniel,Randolph,Daniel.Randolph@gmail.com,GB54SUWH08768481849019,Daniel,Randolph,06/29
"Agiokampos Larissas, Greece (AGK)","MAKRONISOS, Greece (856)",AGIOS NEKTARIOS,TWOWAY FERRIES,10.0,3.0,Cabin-4 Beds [AB4],73.0,Three Children,16.259487957809874,2016-03-25,22:41:15,1900-01-02 18:35:15,M,1993-09-05,Spain,168.057.3713,Todd,Anderson,Todd.Anderson@gmail.com,GB87OURP01982408852378,Todd,Anderson,12/29
"Korinthos, Greece (KRT)","Moni Vatopediou, Greece (MVO)",BLUE STAR PATMOS,SEA SPEED FERRIES,2.0,3.0,Cabin-2 Beds (Ext.) [AA2],391.0,Three Children,35.39480792447869,1985-10-10,09:27:32,1900-01-01 12:36:32,M,1982-08-28,Guatemala,5735400686,Jonathan,Hayes,Jonathan.Hayes@gmail.com,GB58HUUU88363806108324,Jonathan,Hayes,01/33
"Schinousa Kykladon, Greece (SHC)","Kos, Greece (KGS)",APOLLON HELLAS,ANE KALYMNOU,9.0,2.0,Aviation Seat [ATS],493.0,College Student,30.361027985310674,1987-02-23,04:42:23,1900-01-01 09:01:23,F,2002-09-27,Uzbekistan,138-839-9782,Kelly,Hall,Kelly.Hall@gmail.com,GB18WDXI16168708008037,Kelly,Hall,01/25
"Inousses, Greece (INO)","Potamos Antikithera, Greece (POA)",ASTERION II,KARISTIA,9.0,7.0,Cabin-4 Beds [A4K],439.0,No discount,31.143114847625643,1997-11-19,19:24:42,1900-01-02 10:23:42,F,2002-04-09,Togo,175.441.6173,Linda,Downs,Linda.Downs@gmail.com,GB96KQQB36369982566262,Linda,Downs,12/30
"MARONEIA AG. KHARALAMPOU, Greece (099)","PAKHEIA AMMOS IERAPETRA, Greece (810)",PANAGIA SPILIANI,FAST FERRIES,2.0,3.0,Cabin-3 Beds [AB3],398.0,Having many children,60.81053065569248,2018-01-26,20:12:07,1900-01-02 04:31:07,M,1983-10-16,Macedonia,222.464.3082,Frank,Randall,Frank.Randall@gmail.com,GB95FIVB21822650882041,Frank,Randall,06/29
"Mesolongion, Greece (MEL)","Aigiali Amorgou, Greece (AIG)",Η/S/F KNOSSOS PALACΕ,SEBECO LINES,1.0,1.0,Aviation Seat [ATS],110.0,Having many children,78.50819870303813,1988-10-31,09:14:07,1900-01-01 11:26:07,F,1994-04-23,Sri Lanka,+1-103-087-6606,Kathleen,Watts,Kathleen.Watts@gmail.com,GB19DEGU74273588401974,Kathleen,Watts,09/27
"Anafi, Greece (ANA)","MAKRONISOS, Greece (856)",WORLDCHAMPION JET,ΑΤΤΙCA GROUP,7.0,5.0,Deck/Living Room [D] ,493.0,Having many children,78.6672019194679,2015-10-10,02:11:16,1900-01-01 16:06:16,M,1976-07-22,French Southern Territories,326-862-9831,Brian,Haas,Brian.Haas@gmail.com,GB49LTMA70555689040149,Brian,Haas,03/25
"Kimolos, Greece (KMS)","Lakkion, Greece (PKK)",SEMPEKO 2,AGIA MARINI NE,6.0,2.0,Cabin-4 Beds [AB4],466.0,No discount,17.43387199432383,2023-03-19,10:14:25,1900-01-01 21:31:25,M,1983-08-31,Hungary,+1-607-343-9774,Timothy,Munoz,Timothy.Munoz@gmail.com,GB45EKGW45642184583062,Timothy,Munoz,07/25
"Ios, Greece (IOS)","ΕΙΝΑΙ Ο ΠΑΛΙΟΣ ΚΩΔΙΚΟΣ ΓΙΑ ΤΟ ΠΕΥΚΙ ΕΥΒΟΙΑΣ, Greece (814)",CHAMPION JET1,ANES FERRIES,4.0,4.0,Deck/Living Room [D] ,448.0,College Student,52.960170760151115,2014-04-17,23:12:21,1900-01-02 06:14:21,F,1973-11-17,Faroe Islands,8949725581,Christine,Johnson,Christine.Johnson@gmail.com,GB62UOLJ20463756101598,Christine,Johnson,07/30
"Methoni, Greece (MET)","Loutro Chanion, Greece (LTR)",H/S/F OLYMPIC CHAMPION,ANE KALYMNOU,1.0,2.0,Aviation Seat [ATS],474.0,College Student,32.704919039927745,2023-04-10,13:22:10,1900-01-01 16:16:10,F,1992-04-02,Argentina,863-148-9567,Denise,Morgan,Denise.Morgan@gmail.com,GB63BAHA42080021019335,Denise,Morgan,01/31
"Vatika Bay, Greece (VAB)","MARPISSA PAROS, Greece (773)",PANAGIA SPILIANI,NOVA FERRIES,4.0,4.0,Cabin-2 Beds [A2K],258.0,College Student,80.94225388538963,1974-01-29,15:40:20,1900-01-02 08:22:20,M,1980-09-26,Macedonia,(361)044-9770,Michael,Rios,Michael.Rios@gmail.com,GB16YIKS60867733733934,Michael,Rios,06/23
"Plomarion, Greece (PLM)","RAKHAI PHTHIOTIDAS, Greece (825)",BLUE STAR PATMOS,SARONIC FERRIES,5.0,3.0,Cabin-4 Beds [AB4],324.0,Retired NAT,76.68696201066129,2010-08-12,23:06:32,1900-01-02 12:25:32,F,1992-06-13,Ecuador,284-309-2110,Sarah,Grant,Sarah.Grant@gmail.com,GB46XZCG71867334216017,Sarah,Grant,05/26
"MARATHOUPOLE MESSENIAS, Greece (772)","Pelasyia, Greece (PEL)",NIKOLAOS,KERKYRAIKES GRAMMES,1.0,2.0,Cabin-2 Beds [A2K],95.0,No discount,34.55525921238632,2005-02-18,06:07:25,1900-01-01 20:59:25,F,1996-04-05,Cyprus,984.758.3739,Jessica,Jenkins,Jessica.Jenkins@gmail.com,GB02HAFY58338155933268,Jessica,Jenkins,08/24
"Agia Galini Rethimnou, Greece (PIL)","Tolo Argolidos, Greece (TLA)",APOLLON HELLAS,ANES FERRIES,2.0,3.0,Cabin-2 Beds (Ext.) [AA2],183.0,College Student,98.47093717465319,2000-06-03,10:33:53,1900-01-01 15:08:53,F,1987-09-07,Kuwait,(000)843-1884,Mandy,White,Mandy.White@gmail.com,GB46RIVS10393641655383,Mandy,White,07/27
"LOUTRAKI KORINTHIAS, Greece (769)","Agios Efstratios, Greece (AGO)",SUPERJET,KARISTIA,5.0,5.0,Cabin-2 Beds (Ext.) [A2],98.0,Having many children,65.88798716865128,1999-01-14,20:41:08,1900-01-02 02:36:08,M,1997-02-07,Macao,208.354.5406,Robert,Pratt,Robert.Pratt@gmail.com,GB56ROKV66961330348537,Robert,Pratt,03/24
"Amoliani, Greece (AMI)","Kimolos, Greece (KMS)",EXPRESS SKIATHOS,SEBECO LINES,3.0,3.0,Cabin-3 Beds [AB3],472.0,Retired NAT,94.20570674273797,1997-08-24,05:27:02,1900-01-01 19:35:02,M,1996-06-04,Morocco,892-751-0441,Thomas,Thompson,Thomas.Thompson@gmail.com,GB63ZYJZ75459678459157,Thomas,Thompson,07/31
"Agia Marina Grammatikou Attikis, Greece (GMA)","Moudhros, Greece (MDR)",ASTERION II,TRITON FERRIES,6.0,2.0,Deck/Living Room [D] ,456.0,Having many children,82.72025778345136,1997-06-28,21:10:19,1900-01-01 22:45:19,M,2004-12-14,Zambia,205-291-0784,Aaron,Wright,Aaron.Wright@gmail.com,GB62OVWB67109481144844,Aaron,Wright,06/27
"Tolo Argolidos, Greece (TLA)","OLUMPIADA KHALKIDIKES, Greece (800)",NISOS RODOS,TWOWAY FERRIES,10.0,3.0,Deck/Living Room [D] ,105.0,Three Children,14.498616230643874,2016-12-09,00:54:52,1900-01-01 19:11:52,M,1988-10-18,Suriname,(410)518-5146,Robert,Cobb,Robert.Cobb@gmail.com,GB39TBQD55691151550366,Robert,Cobb,05/27
